pathway_name	plot_group	n_plp	n_no_plp	OR	p	ci.int1	ci.int2	padj	cohort	perc_plp	fraction	hist_pathway
Mismatch Repair	DIPG or DMG	476	73547	6.058712409820103	0.046135122616082984	0.7124387049604104	23.15458866503114	0.18454049046433194	gnomAD	0.6430433784094133	476/74023	DIPG or DMG: Mismatch Repair
Translesion Synthesis (TLS)	Low-grade glioma	113	73910	5.972716325721911	0.046426678986699055	0.7101884736721708	22.336515177813506	0.37141343189359244	gnomAD	0.15265525579887332	113/74023	Low-grade glioma: Translesion Synthesis (TLS)
Mismatch Repair	DIPG or DMG	40	6255	6.127648297485109	0.047620278941434856	0.6990164585361048	24.76778988349891	0.19048111576573942	PMBB	0.6354249404289118	40/6295	DIPG or DMG: Mismatch Repair
All DNA Repair	Low-grade glioma	9096	64927	1.4353397037021376	0.05075110394632897	0.9791590735368932	2.053817560842608	0.4060088315706318	gnomAD	12.288072626075678	9096/74023	Low-grade glioma: All DNA Repair
Other DNA Repair	Choroid plexus tumor	1609	72414	5.625365305519326	0.05750222927439174	0.6269688846410967	23.953715799134315	0.11500445854878348	gnomAD	2.1736487307998864	1609/74023	Choroid plexus tumor: Other DNA Repair
Other DNA Repair	Choroid plexus tumor	143	6152	5.373773007636181	0.0630543134435122	0.5940609350162532	23.19970336984354	0.1261086268870244	PMBB	2.27164416203336	143/6295	Choroid plexus tumor: Other DNA Repair
All DNA Repair	Low-grade glioma	784	5511	1.4134197778761048	0.0633372596591983	0.9571796577822925	2.0392127309067596	0.5066980772735864	PMBB	12.454328832406672	784/6295	Low-grade glioma: All DNA Repair
Translesion Synthesis (TLS)	Low-grade glioma	12	6283	4.778634588240874	0.07973764230324955	0.5164760891745522	21.663767015534408	0.6379011384259964	PMBB	0.19062748212867356	12/6295	Low-grade glioma: Translesion Synthesis (TLS)
Fanconi Anemia (FA)	Germ cell tumor	232	6063	4.748935197445299	0.08168962411608781	0.5087092979326229	21.9443087183188	0.16337924823217562	PMBB	3.6854646544876886	232/6295	Germ cell tumor: Fanconi Anemia (FA)
Fanconi Anemia (FA)	Germ cell tumor	2843	71180	4.551972091354798	0.0869796099819227	0.49002641728642504	20.871017370085852	0.1739592199638454	gnomAD	3.840698161382273	2843/74023	Germ cell tumor: Fanconi Anemia (FA)
Homology-dependent recombination (HDR)	Other high-grade glioma	3441	70582	2.081024685821971	0.09009321347155917	0.8060381295911097	4.52558867880373	0.6306524943009142	gnomAD	4.64855517879578	3441/74023	Other high-grade glioma: Homology-dependent recombination (HDR)
Homology-dependent recombination (HDR)	Other high-grade glioma	304	5991	1.9989927639901597	0.09816429788327972	0.7683068983164554	4.393823961957259	0.6871500851829581	PMBB	4.82922954725973	304/6295	Other high-grade glioma: Homology-dependent recombination (HDR)
Homology-dependent recombination (HDR)	Meningioma	3441	70582	2.7970262808286286	0.1081932858059907	0.535706684692983	9.318846191633487	0.32457985741797213	gnomAD	4.64855517879578	3441/74023	Meningioma: Homology-dependent recombination (HDR)
Base Excision Repair (BER)	Low-grade glioma	107	6188	1.891481830546124	0.11070333925268527	0.7336859566440926	4.101711841926871	0.8856267140214822	PMBB	1.6997617156473392	107/6295	Low-grade glioma: Base Excision Repair (BER)
Homology-dependent recombination (HDR)	Meningioma	304	5991	2.68671960190952	0.11889507677463969	0.5120540057074846	9.014864690697458	0.3566852303239191	PMBB	4.82922954725973	304/6295	Meningioma: Homology-dependent recombination (HDR)
Other DNA Repair	Non-neoplastic tumor	1609	72414	3.461843259916627	0.12344329863269557	0.397869709349007	13.848324270078333	0.37032989589808674	gnomAD	2.1736487307998864	1609/74023	Non-neoplastic tumor: Other DNA Repair
Other DNA Repair	Non-neoplastic tumor	143	6152	3.308137844305588	0.13422783833854443	0.3769894277129618	13.428856947095767	0.40268351501563326	PMBB	2.27164416203336	143/6295	Non-neoplastic tumor: Other DNA Repair
Base Excision Repair (BER)	Medulloblastoma	1007	73016	2.338902675448514	0.14356006019267714	0.4729575327020646	7.069939542917299	0.8613603611560628	gnomAD	1.3603879875173932	1007/74023	Medulloblastoma: Base Excision Repair (BER)
All DNA Repair	Non-neoplastic tumor	9096	64927	1.9467840824393083	0.1465193560453567	0.6455580484599058	4.9526157472275845	0.4395580681360701	gnomAD	12.288072626075678	9096/74023	Non-neoplastic tumor: All DNA Repair
Homology-dependent recombination (HDR)	Low-grade glioma	3441	70582	1.493564313451431	0.1465197138283085	0.8200048981585211	2.5251708371912556	1	gnomAD	4.64855517879578	3441/74023	Low-grade glioma: Homology-dependent recombination (HDR)
All DNA Repair	Non-neoplastic tumor	784	5511	1.9169527819483594	0.15159494313823918	0.6338288733479077	4.8944967166204085	0.45478482941471754	PMBB	12.454328832406672	784/6295	Non-neoplastic tumor: All DNA Repair
Homology-dependent recombination (HDR)	Neurofibroma plexiform	3441	70582	3.1555938789204654	0.15231458869728104	0.3455943289454226	13.947351421601827	0.3046291773945621	gnomAD	4.64855517879578	3441/74023	Neurofibroma plexiform: Homology-dependent recombination (HDR)
Nucleotide Excision Repair (NER) - includes TC-NER and GC-NER	Mixed neuronal-glial tumor	1281	72742	2.241397817905698	0.15761925212260933	0.4516125754535401	6.818101406326793	0.7880962606130466	gnomAD	1.7305432095429798	1281/74023	Mixed neuronal-glial tumor: Nucleotide Excision Repair (NER) - includes TC-NER and GC-NER
Homology-dependent recombination (HDR)	Neurofibroma plexiform	304	5991	3.0309785713385753	0.1627410266074208	0.33064273310263953	13.479861024658838	0.3254820532148416	PMBB	4.82922954725973	304/6295	Neurofibroma plexiform: Homology-dependent recombination (HDR)
Non-homologous End Joining (NHEJ)	Other high-grade glioma	65	6230	2.589753953023595	0.1900864662594099	0.30156356882605173	10.069830059684854	1	PMBB	1.0325655281969817	65/6295	Other high-grade glioma: Non-homologous End Joining (NHEJ)
Other DNA Repair	Ependymoma	1609	72414	1.9855159315301771	0.20109760399593987	0.39913867692807503	6.063527495458724	1	gnomAD	2.1736487307998864	1609/74023	Ependymoma: Other DNA Repair
Homology-dependent recombination (HDR)	Low-grade glioma	304	5991	1.434887262607045	0.20125220839813587	0.7788120482339538	2.4612181793376364	1	PMBB	4.82922954725973	304/6295	Low-grade glioma: Homology-dependent recombination (HDR)
Fanconi Anemia (FA)	Other high-grade glioma	232	6063	1.8402593637746185	0.20698596385804247	0.5743003111208796	4.561805318186067	1	PMBB	3.6854646544876886	232/6295	Other high-grade glioma: Fanconi Anemia (FA)
All DNA Repair	Germ cell tumor	9096	64927	2.1413690190098595	0.20852773290901308	0.37862428902729317	8.318284199160374	0.41705546581802616	gnomAD	12.288072626075678	9096/74023	Germ cell tumor: All DNA Repair
All DNA Repair	Schwannoma	9096	64927	2.1413690190098595	0.20852773290901308	0.37862428902729317	8.318284199160374	0.20852773290901308	gnomAD	12.288072626075678	9096/74023	Schwannoma: All DNA Repair
All DNA Repair	Germ cell tumor	784	5511	2.1084876323777295	0.214932547599214	0.37208303533769943	8.211995156943008	0.429865095198428	PMBB	12.454328832406672	784/6295	Germ cell tumor: All DNA Repair
All DNA Repair	Schwannoma	784	5511	2.1084876323777295	0.214932547599214	0.37208303533769943	8.211995156943008	0.214932547599214	PMBB	12.454328832406672	784/6295	Schwannoma: All DNA Repair
Fanconi Anemia (FA)	Other high-grade glioma	2843	71180	1.7631434554630612	0.21883096098214389	0.5550605691841503	4.315695354845397	1	gnomAD	3.840698161382273	2843/74023	Other high-grade glioma: Fanconi Anemia (FA)
Other DNA Repair	Ependymoma	143	6152	1.8977488855477136	0.22226236241439895	0.3774408521128375	5.8980821468364155	1	PMBB	2.27164416203336	143/6295	Ependymoma: Other DNA Repair
All DNA Repair	Meningioma	9096	64927	1.784472869278426	0.2236599507578606	0.5232228018519592	4.901426645794067	0.6709798522735818	gnomAD	12.288072626075678	9096/74023	Meningioma: All DNA Repair
Base Excision Repair (BER)	Medulloblastoma	107	6188	1.8653367153862186	0.22871133887867315	0.3719551187654882	5.769965846981081	1	PMBB	1.6997617156473392	107/6295	Medulloblastoma: Base Excision Repair (BER)
All DNA Repair	Meningioma	784	5511	1.7571384160959702	0.22968462102434636	0.5138555847390018	4.842993071181423	0.6890538630730391	PMBB	12.454328832406672	784/6295	Meningioma: All DNA Repair
Non-homologous End Joining (NHEJ)	Other high-grade glioma	892	73131	2.215668787386659	0.23351171805447227	0.2630327852910866	8.314908118475538	1	gnomAD	1.2050308687840268	892/74023	Other high-grade glioma: Non-homologous End Joining (NHEJ)
Nucleotide Excision Repair (NER) - includes TC-NER and GC-NER	DIPG or DMG	1281	72742	2.226693122142097	0.23380932322668688	0.262311265334717	8.482754633491913	0.9352372929067475	gnomAD	1.7305432095429798	1281/74023	DIPG or DMG: Nucleotide Excision Repair (NER) - includes TC-NER and GC-NER
Fanconi Anemia (FA)	Meningioma	232	6063	2.272142261281877	0.2362595923148863	0.25814345594685234	9.288538273874046	0.708778776944659	PMBB	3.6854646544876886	232/6295	Meningioma: Fanconi Anemia (FA)
Other DNA Repair	Mixed neuronal-glial tumor	1609	72414	1.7765161005556191	0.24680158359075274	0.35803536380581863	5.401328042381084	1	gnomAD	2.1736487307998864	1609/74023	Mixed neuronal-glial tumor: Other DNA Repair
Fanconi Anemia (FA)	Meningioma	2843	71180	2.1769812962767268	0.24938215102054384	0.24867565093181376	8.816597654569204	0.7481464530616315	gnomAD	3.840698161382273	2843/74023	Meningioma: Fanconi Anemia (FA)
Non-homologous End Joining (NHEJ)	Medulloblastoma	65	6230	2.038925856466141	0.2665919388705299	0.23832803953498052	7.873548249027166	1	PMBB	1.0325655281969817	65/6295	Medulloblastoma: Non-homologous End Joining (NHEJ)
Base Excision Repair (BER)	Other high-grade glioma	1007	73016	1.959664275326307	0.27715898547863577	0.2326653264835166	7.351786267283892	1	gnomAD	1.3603879875173932	1007/74023	Other high-grade glioma: Base Excision Repair (BER)
All DNA Repair	Mixed neuronal-glial tumor	9096	64927	1.4059521126190966	0.30052969772511057	0.7111466235914212	2.574126487425966	1	gnomAD	12.288072626075678	9096/74023	Mixed neuronal-glial tumor: All DNA Repair
All DNA Repair	Mixed neuronal-glial tumor	784	5511	1.3844830795210925	0.30199052446241725	0.6972115362221034	2.5483012326087104	1	PMBB	12.454328832406672	784/6295	Mixed neuronal-glial tumor: All DNA Repair
Non-homologous End Joining (NHEJ)	Medulloblastoma	892	73131	1.7443499371658033	0.32249424633810936	0.20786634099485174	6.497216540166738	1	gnomAD	1.2050308687840268	892/74023	Medulloblastoma: Non-homologous End Joining (NHEJ)
Other DNA Repair	Low-grade glioma	1609	72414	1.4721051082028827	0.34680837224992506	0.5838664060346554	3.09307563772749	1	gnomAD	2.1736487307998864	1609/74023	Low-grade glioma: Other DNA Repair
Nucleotide Excision Repair (NER) - includes TC-NER and GC-NER	DIPG or DMG	145	6150	1.6631056586135375	0.34848267765530194	0.19426275666842477	6.431402231128741	1	PMBB	2.3034154090548054	145/6295	DIPG or DMG: Nucleotide Excision Repair (NER) - includes TC-NER and GC-NER
Nucleotide Excision Repair (NER) - includes TC-NER and GC-NER	Ependymoma	1281	72742	1.645923928382289	0.3487335112449908	0.1952053074454172	6.187770799945565	1	gnomAD	1.7305432095429798	1281/74023	Ependymoma: Nucleotide Excision Repair (NER) - includes TC-NER and GC-NER
Other DNA Repair	Low-grade glioma	143	6152	1.407125772512738	0.35712207936532636	0.5489785261599069	3.026075173263921	1	PMBB	2.27164416203336	143/6295	Low-grade glioma: Other DNA Repair
Homology-dependent recombination (HDR)	Atypical Teratoid Rhabdoid Tumor	3441	70582	1.640938030827219	0.3594487335458218	0.18828239200982846	6.585268435254622	0.7188974670916436	gnomAD	4.64855517879578	3441/74023	Atypical Teratoid Rhabdoid Tumor: Homology-dependent recombination (HDR)
Base Excision Repair (BER)	Other high-grade glioma	107	6188	1.562861020854505	0.3747922425250743	0.18343555524586758	5.98786390466813	1	PMBB	1.6997617156473392	107/6295	Other high-grade glioma: Base Excision Repair (BER)
Homology-dependent recombination (HDR)	Atypical Teratoid Rhabdoid Tumor	304	5991	1.5764195104315526	0.37847430525919934	0.18013445589073337	6.371960752775333	0.7569486105183987	PMBB	4.82922954725973	304/6295	Atypical Teratoid Rhabdoid Tumor: Homology-dependent recombination (HDR)
All DNA Repair	Neurofibroma plexiform	9096	64927	1.7844728612655034	0.4176108579840069	0.3231018167172552	6.614298417990434	0.8352217159680138	gnomAD	12.288072626075678	9096/74023	Neurofibroma plexiform: All DNA Repair
All DNA Repair	Neurofibroma plexiform	784	5511	1.7571379072489353	0.42075591091310277	0.31752213433259086	6.531798116938898	0.8415118218262055	PMBB	12.454328832406672	784/6295	Neurofibroma plexiform: All DNA Repair
Other DNA Repair	Mixed neuronal-glial tumor	143	6152	1.698008575286359	0.42945948927746563	0.33857464292052	5.254660746623863	1	PMBB	2.27164416203336	143/6295	Mixed neuronal-glial tumor: Other DNA Repair
Nucleotide Excision Repair (NER) - includes TC-NER and GC-NER	Mixed neuronal-glial tumor	145	6150	1.6740471915319521	0.43222601642582126	0.33385093392747056	5.179093654421281	1	PMBB	2.3034154090548054	145/6295	Mixed neuronal-glial tumor: Nucleotide Excision Repair (NER) - includes TC-NER and GC-NER
Nucleotide Excision Repair (NER) - includes TC-NER and GC-NER	Low-grade glioma	1281	72742	1.3144672710804735	0.43987938015866956	0.42180452333636576	3.123169529996634	1	gnomAD	1.7305432095429798	1281/74023	Low-grade glioma: Nucleotide Excision Repair (NER) - includes TC-NER and GC-NER
All DNA Repair	Medulloblastoma	9096	64927	1.2186740230874205	0.44010479252056794	0.638024954619609	2.1642171569004436	1	gnomAD	12.288072626075678	9096/74023	Medulloblastoma: All DNA Repair
Fanconi Anemia (FA)	Low-grade glioma	232	6063	1.238514091344313	0.4688664225846032	0.577530450552175	2.3650442826016866	1	PMBB	3.6854646544876886	232/6295	Low-grade glioma: Fanconi Anemia (FA)
All DNA Repair	Choroid plexus tumor	9096	64927	1.4275812387783073	0.4783845331773953	0.26485904313244335	5.048140027438329	0.9567690663547906	gnomAD	12.288072626075678	9096/74023	Choroid plexus tumor: All DNA Repair
All DNA Repair	Choroid plexus tumor	784	5511	1.4057767144416724	0.48392614408724266	0.2602831799932337	4.985410446410006	0.9678522881744853	PMBB	12.454328832406672	784/6295	Choroid plexus tumor: All DNA Repair
Non-homologous End Joining (NHEJ)	Low-grade glioma	65	6230	1.3189182090936364	0.5019534394775489	0.2630595955283113	4.080456697319589	1	PMBB	1.0325655281969817	65/6295	Low-grade glioma: Non-homologous End Joining (NHEJ)
All DNA Repair	DIPG or DMG	9096	64927	1.2689675939062033	0.5280521013349189	0.5164593651959747	2.7211549629005387	1	gnomAD	12.288072626075678	9096/74023	DIPG or DMG: All DNA Repair
All DNA Repair	DIPG or DMG	784	5511	1.249611485405748	0.5310625114576585	0.506836308608834	2.6916317210447223	1	PMBB	12.454328832406672	784/6295	DIPG or DMG: All DNA Repair
All DNA Repair	Medulloblastoma	784	5511	1.2000866627064715	0.5327253766782193	0.6254243923318301	2.1431169140392705	1	PMBB	12.454328832406672	784/6295	Medulloblastoma: All DNA Repair
Fanconi Anemia (FA)	Mixed neuronal-glial tumor	232	6063	1.3936919608573366	0.5385702339374759	0.3670080980457447	3.7680534630000553	1	PMBB	3.6854646544876886	232/6295	Mixed neuronal-glial tumor: Fanconi Anemia (FA)
Fanconi Anemia (FA)	Mixed neuronal-glial tumor	2843	71180	1.3352952442740909	0.5487993026448026	0.354373721215952	3.5672260206633353	1	gnomAD	3.840698161382273	2843/74023	Mixed neuronal-glial tumor: Fanconi Anemia (FA)
All DNA Repair	Atypical Teratoid Rhabdoid Tumor	9096	64927	1.2413818106445291	0.5667844095490628	0.3120119760427794	3.6342848028816603	1	gnomAD	12.288072626075678	9096/74023	Atypical Teratoid Rhabdoid Tumor: All DNA Repair
Homology-dependent recombination (HDR)	Ependymoma	3441	70582	1.224595208099876	0.5732442740246941	0.3240667294209044	3.2869527608781604	1	gnomAD	4.64855517879578	3441/74023	Ependymoma: Homology-dependent recombination (HDR)
All DNA Repair	Ependymoma	9096	64927	1.170147285439882	0.5889361105512964	0.5342765311690035	2.302557787940884	1	gnomAD	12.288072626075678	9096/74023	Ependymoma: All DNA Repair
Fanconi Anemia (FA)	Low-grade glioma	2843	71180	1.1865799790473563	0.5959905437470747	0.5601829838862064	2.228840287232914	1	gnomAD	3.840698161382273	2843/74023	Low-grade glioma: Fanconi Anemia (FA)
Homology-dependent recombination (HDR)	Medulloblastoma	304	5991	0.6357429644789313	0.6293564779545748	0.1280369213660609	1.9345646142973396	1	PMBB	4.82922954725973	304/6295	Medulloblastoma: Homology-dependent recombination (HDR)
Homology-dependent recombination (HDR)	Medulloblastoma	3441	70582	0.6616768751070262	0.6309252221608548	0.1339554784907416	1.9962801040600922	1	gnomAD	4.64855517879578	3441/74023	Medulloblastoma: Homology-dependent recombination (HDR)
Nucleotide Excision Repair (NER) - includes TC-NER and GC-NER	Ependymoma	145	6150	1.2293393080467667	0.6798435151531786	0.14460080368474526	4.693289792220737	1	PMBB	2.3034154090548054	145/6295	Ependymoma: Nucleotide Excision Repair (NER) - includes TC-NER and GC-NER
Nucleotide Excision Repair (NER) - includes TC-NER and GC-NER	Medulloblastoma	1281	72742	1.208192819680807	0.6836010634379006	0.1440601579156056	4.496162338505458	1	gnomAD	1.7305432095429798	1281/74023	Medulloblastoma: Nucleotide Excision Repair (NER) - includes TC-NER and GC-NER
All DNA Repair	Ependymoma	784	5511	1.1523041589334961	0.7166296812945487	0.5240819904142094	2.278420967329989	1	PMBB	12.454328832406672	784/6295	Ependymoma: All DNA Repair
All DNA Repair	Mesenchymal tumor	9096	64927	1.3383608952237906	0.722032224081314	0.24985105848867728	4.677060646048338	1	gnomAD	12.288072626075678	9096/74023	Mesenchymal tumor: All DNA Repair
All DNA Repair	Mesenchymal tumor	784	5511	1.3179343497166582	0.7233035638049584	0.24553399543094642	4.61932954283618	1	PMBB	12.454328832406672	784/6295	Mesenchymal tumor: All DNA Repair
Homology-dependent recombination (HDR)	DIPG or DMG	3441	70582	1.2307180556059625	0.7371809842419125	0.24540562035973926	3.8125476721290448	1	gnomAD	4.64855517879578	3441/74023	DIPG or DMG: Homology-dependent recombination (HDR)
All DNA Repair	Other tumor	9096	64927	1.1896554664155312	0.7373795671677895	0.22442579989576888	4.076467585578784	0.7373795671677895	gnomAD	12.288072626075678	9096/74023	Other tumor: All DNA Repair
All DNA Repair	Other tumor	784	5511	1.1715142451101663	0.7396090428723485	0.2205517542923603	4.026470474288007	0.7396090428723485	PMBB	12.454328832406672	784/6295	Other tumor: All DNA Repair
Homology-dependent recombination (HDR)	DIPG or DMG	304	5991	1.1823992624046913	0.7420584771841524	0.23455718372645992	3.692913031591348	1	PMBB	4.82922954725973	304/6295	DIPG or DMG: Homology-dependent recombination (HDR)
Fanconi Anemia (FA)	Ependymoma	232	6063	1.1529252250378725	0.746431686497649	0.23029476577368443	3.5574653184297396	1	PMBB	3.6854646544876886	232/6295	Ependymoma: Fanconi Anemia (FA)
Non-homologous End Joining (NHEJ)	Low-grade glioma	892	73131	1.128236700823974	0.7516991105962084	0.23042416213422662	3.3517732551705564	1	gnomAD	1.2050308687840268	892/74023	Low-grade glioma: Non-homologous End Joining (NHEJ)
Fanconi Anemia (FA)	Ependymoma	2843	71180	1.104568415513986	0.754173946362406	0.22214399562168338	3.3709189984794694	1	gnomAD	3.840698161382273	2843/74023	Ependymoma: Fanconi Anemia (FA)
All DNA Repair	Atypical Teratoid Rhabdoid Tumor	784	5511	1.2224507776908506	0.7675266021101393	0.306525325117681	3.5910127016161284	1	PMBB	12.454328832406672	784/6295	Atypical Teratoid Rhabdoid Tumor: All DNA Repair
Homology-dependent recombination (HDR)	Ependymoma	304	5991	1.1765179289194363	0.7768669510330485	0.3095092518909012	3.186836810708978	1	PMBB	4.82922954725973	304/6295	Ependymoma: Homology-dependent recombination (HDR)
Homology-dependent recombination (HDR)	Mixed neuronal-glial tumor	3441	70582	1.0939623129759009	0.7866854702301179	0.2903617010161336	2.922284952786981	1	gnomAD	4.64855517879578	3441/74023	Mixed neuronal-glial tumor: Homology-dependent recombination (HDR)
Homology-dependent recombination (HDR)	Mixed neuronal-glial tumor	304	5991	1.0510651792258106	0.7923190467107799	0.2773032009552186	2.833207324162053	1	PMBB	4.82922954725973	304/6295	Mixed neuronal-glial tumor: Homology-dependent recombination (HDR)
Fanconi Anemia (FA)	Medulloblastoma	2843	71180	0.807643616264276	0.9999999999999999	0.16347182593583176	2.436866489605938	1	gnomAD	3.840698161382273	2843/74023	Medulloblastoma: Fanconi Anemia (FA)
Fanconi Anemia (FA)	Medulloblastoma	232	6063	0.8430389920656002	0.9999999999999999	0.16948698814681598	2.572333169817339	1	PMBB	3.6854646544876886	232/6295	Medulloblastoma: Fanconi Anemia (FA)
Nucleotide Excision Repair (NER) - includes TC-NER and GC-NER	Low-grade glioma	145	6150	0.9818034687862921	1	0.3108680937910363	2.380425793931777	1	PMBB	2.3034154090548054	145/6295	Low-grade glioma: Nucleotide Excision Repair (NER) - includes TC-NER and GC-NER
Nucleotide Excision Repair (NER) - includes TC-NER and GC-NER	Medulloblastoma	145	6150	0.9024346434208189	1	0.10668701480667409	3.4114627939126843	1	PMBB	2.3034154090548054	145/6295	Medulloblastoma: Nucleotide Excision Repair (NER) - includes TC-NER and GC-NER
All DNA Repair	Low-grade glioma	37	184	NA	NA	NA	NA	NA	PBTA	16.7420814479638	37/221	Low-grade glioma: All DNA Repair
All DNA Repair	Medulloblastoma	14	82	NA	NA	NA	NA	NA	PBTA	14.583333333333334	14/96	Medulloblastoma: All DNA Repair
All DNA Repair	Mixed neuronal-glial tumor	13	66	NA	NA	NA	NA	NA	PBTA	16.455696202531644	13/79	Mixed neuronal-glial tumor: All DNA Repair
All DNA Repair	Ependymoma	10	61	NA	NA	NA	NA	NA	PBTA	14.084507042253522	10/71	Ependymoma: All DNA Repair
All DNA Repair	Other high-grade glioma	22	54	NA	NA	NA	NA	NA	PBTA	28.947368421052634	22/76	Other high-grade glioma: All DNA Repair
All DNA Repair	Atypical Teratoid Rhabdoid Tumor	4	23	NA	NA	NA	NA	NA	PBTA	14.814814814814813	4/27	Atypical Teratoid Rhabdoid Tumor: All DNA Repair
All DNA Repair	Meningioma	5	20	NA	NA	NA	NA	NA	PBTA	20	5/25	Meningioma: All DNA Repair
All DNA Repair	DIPG or DMG	8	45	NA	NA	NA	NA	NA	PBTA	15.09433962264151	8/53	DIPG or DMG: All DNA Repair
All DNA Repair	Mesenchymal tumor	3	16	NA	NA	NA	NA	NA	PBTA	15.789473684210526	3/19	Mesenchymal tumor: All DNA Repair
All DNA Repair	Neurofibroma plexiform	3	12	NA	NA	NA	NA	NA	PBTA	20	3/15	Neurofibroma plexiform: All DNA Repair
All DNA Repair	Non-neoplastic tumor	6	22	NA	NA	NA	NA	NA	PBTA	21.428571428571427	6/28	Non-neoplastic tumor: All DNA Repair
All DNA Repair	Germ cell tumor	3	10	NA	NA	NA	NA	NA	PBTA	23.076923076923077	3/13	Germ cell tumor: All DNA Repair
All DNA Repair	Schwannoma	3	10	NA	NA	NA	NA	NA	PBTA	23.076923076923077	3/13	Schwannoma: All DNA Repair
All DNA Repair	Choroid plexus tumor	3	15	NA	NA	NA	NA	NA	PBTA	16.666666666666664	3/18	Choroid plexus tumor: All DNA Repair
All DNA Repair	Pineoblastoma	3	2	NA	NA	NA	NA	NA	PBTA	60	3/5	Pineoblastoma: All DNA Repair
All DNA Repair	Other tumor	3	18	NA	NA	NA	NA	NA	PBTA	14.285714285714285	3/21	Other tumor: All DNA Repair
Other DNA Repair	Low-grade glioma	7	214	NA	NA	NA	NA	NA	PBTA	3.167420814479638	7/221	Low-grade glioma: Other DNA Repair
Other DNA Repair	Mixed neuronal-glial tumor	3	76	NA	NA	NA	NA	NA	PBTA	3.79746835443038	3/79	Mixed neuronal-glial tumor: Other DNA Repair
Other DNA Repair	Ependymoma	3	68	NA	NA	NA	NA	NA	PBTA	4.225352112676056	3/71	Ependymoma: Other DNA Repair
Other DNA Repair	Other high-grade glioma	7	69	NA	NA	NA	NA	NA	PBTA	9.210526315789473	7/76	Other high-grade glioma: Other DNA Repair
Other DNA Repair	Non-neoplastic tumor	2	26	NA	NA	NA	NA	NA	PBTA	7.142857142857142	2/28	Non-neoplastic tumor: Other DNA Repair
