Kids_First_Biospecimen_ID	hallmark_name	gsea_score	data_type
BS_00FD2KMP	HALLMARK_MTORC1_SIGNALING	-0.341143478	exome_capture
BS_00FD2KMP	HALLMARK_MYC_TARGETS_V1	-0.217453916	exome_capture
BS_00FD2KMP	HALLMARK_MYC_TARGETS_V2	-0.39867029	exome_capture
BS_00FD2KMP	HALLMARK_MYOGENESIS	-0.128650344	exome_capture
BS_00FD2KMP	HALLMARK_NOTCH_SIGNALING	0.052774629	exome_capture
BS_00FD2KMP	HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.245008894	exome_capture
BS_00FD2KMP	HALLMARK_P53_PATHWAY	-0.333207216	exome_capture
BS_00FD2KMP	HALLMARK_PANCREAS_BETA_CELLS	0.271256324	exome_capture
BS_00FD2KMP	HALLMARK_PEROXISOME	-0.058363092	exome_capture
BS_00FD2KMP	HALLMARK_PI3K_AKT_MTOR_SIGNALING	-0.070645325	exome_capture
BS_00FD2KMP	HALLMARK_PROTEIN_SECRETION	-0.153399987	exome_capture
BS_00FD2KMP	HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY	0.03123612	exome_capture
BS_00FD2KMP	HALLMARK_SPERMATOGENESIS	0.178273934	exome_capture
BS_00FD2KMP	HALLMARK_TGF_BETA_SIGNALING	-0.462950031	exome_capture
BS_00FD2KMP	HALLMARK_TNFA_SIGNALING_VIA_NFKB	-0.575458472	exome_capture
BS_00FD2KMP	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	-0.318162634	exome_capture
BS_00FD2KMP	HALLMARK_UV_RESPONSE_DN	-0.183293282	exome_capture
BS_00FD2KMP	HALLMARK_UV_RESPONSE_UP	-0.142713513	exome_capture
BS_00FD2KMP	HALLMARK_WNT_BETA_CATENIN_SIGNALING	-0.330519473	exome_capture
BS_00FD2KMP	HALLMARK_XENOBIOTIC_METABOLISM	-0.173256639	exome_capture
BS_2853394H	HALLMARK_ADIPOGENESIS	-0.427748526	exome_capture
BS_2853394H	HALLMARK_ALLOGRAFT_REJECTION	-0.48925609	exome_capture
BS_2853394H	HALLMARK_ANDROGEN_RESPONSE	-0.362132997	exome_capture
BS_2853394H	HALLMARK_ANGIOGENESIS	-0.305982011	exome_capture
BS_2853394H	HALLMARK_APICAL_JUNCTION	-0.264948322	exome_capture
BS_2853394H	HALLMARK_APICAL_SURFACE	-0.434577191	exome_capture
BS_2853394H	HALLMARK_APOPTOSIS	-0.527467752	exome_capture
BS_2853394H	HALLMARK_BILE_ACID_METABOLISM	-0.113395201	exome_capture
BS_2853394H	HALLMARK_CHOLESTEROL_HOMEOSTASIS	-0.188377378	exome_capture
BS_2853394H	HALLMARK_COAGULATION	-0.363885327	exome_capture
BS_2853394H	HALLMARK_COMPLEMENT	-0.478524059	exome_capture
BS_2853394H	HALLMARK_DNA_REPAIR	-0.366187741	exome_capture
BS_2853394H	HALLMARK_E2F_TARGETS	-0.07170238	exome_capture
BS_2853394H	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-0.3490031	exome_capture
BS_2853394H	HALLMARK_ESTROGEN_RESPONSE_EARLY	-0.266265388	exome_capture
BS_2853394H	HALLMARK_ESTROGEN_RESPONSE_LATE	-0.223188311	exome_capture
BS_2853394H	HALLMARK_FATTY_ACID_METABOLISM	-0.285891826	exome_capture
BS_2853394H	HALLMARK_G2M_CHECKPOINT	-0.036801986	exome_capture
BS_2853394H	HALLMARK_GLYCOLYSIS	-0.317739859	exome_capture
BS_2853394H	HALLMARK_HEDGEHOG_SIGNALING	-0.009186325	exome_capture
BS_2853394H	HALLMARK_HEME_METABOLISM	-0.410118809	exome_capture
BS_2853394H	HALLMARK_HYPOXIA	-0.493199097	exome_capture
BS_2853394H	HALLMARK_IL2_STAT5_SIGNALING	-0.42878967	exome_capture
BS_2853394H	HALLMARK_IL6_JAK_STAT3_SIGNALING	-0.597971387	exome_capture
BS_2853394H	HALLMARK_INFLAMMATORY_RESPONSE	-0.495424734	exome_capture
BS_2853394H	HALLMARK_INTERFERON_ALPHA_RESPONSE	-0.577773555	exome_capture
BS_2853394H	HALLMARK_INTERFERON_GAMMA_RESPONSE	-0.579218371	exome_capture
BS_2853394H	HALLMARK_KRAS_SIGNALING_DN	0.248518599	exome_capture
BS_2853394H	HALLMARK_KRAS_SIGNALING_UP	-0.388122723	exome_capture
BS_2853394H	HALLMARK_MITOTIC_SPINDLE	-0.16638051	exome_capture
BS_2853394H	HALLMARK_MTORC1_SIGNALING	-0.451213281	exome_capture
BS_2853394H	HALLMARK_MYC_TARGETS_V1	-0.412760193	exome_capture
BS_2853394H	HALLMARK_MYC_TARGETS_V2	-0.402175799	exome_capture
BS_2853394H	HALLMARK_MYOGENESIS	-0.145826567	exome_capture
BS_2853394H	HALLMARK_NOTCH_SIGNALING	-0.244819124	exome_capture
BS_2853394H	HALLMARK_OXIDATIVE_PHOSPHORYLATION	-0.574778942	exome_capture
BS_2853394H	HALLMARK_P53_PATHWAY	-0.497075076	exome_capture
BS_2853394H	HALLMARK_PANCREAS_BETA_CELLS	-0.040635328	exome_capture
BS_2853394H	HALLMARK_PEROXISOME	-0.302232871	exome_capture
BS_2853394H	HALLMARK_PI3K_AKT_MTOR_SIGNALING	-0.425216909	exome_capture
BS_2853394H	HALLMARK_PROTEIN_SECRETION	-0.535538666	exome_capture
BS_2853394H	HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY	-0.569432538	exome_capture
BS_2853394H	HALLMARK_SPERMATOGENESIS	0.054929783	exome_capture
BS_2853394H	HALLMARK_TGF_BETA_SIGNALING	-0.34558606	exome_capture
BS_2853394H	HALLMARK_TNFA_SIGNALING_VIA_NFKB	-0.586163229	exome_capture
BS_2853394H	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	-0.544133196	exome_capture
BS_2853394H	HALLMARK_UV_RESPONSE_DN	-0.258388301	exome_capture
BS_2853394H	HALLMARK_UV_RESPONSE_UP	-0.429518736	exome_capture
BS_2853394H	HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.085614338	exome_capture
BS_2853394H	HALLMARK_XENOBIOTIC_METABOLISM	-0.27054301	exome_capture
BS_3ZPJAK9A	HALLMARK_ADIPOGENESIS	-0.145460158	exome_capture
BS_3ZPJAK9A	HALLMARK_ALLOGRAFT_REJECTION	-0.376426922	exome_capture
BS_3ZPJAK9A	HALLMARK_ANDROGEN_RESPONSE	-0.052995207	exome_capture
BS_3ZPJAK9A	HALLMARK_ANGIOGENESIS	-0.330535421	exome_capture
BS_3ZPJAK9A	HALLMARK_APICAL_JUNCTION	-0.15003364	exome_capture
BS_3ZPJAK9A	HALLMARK_APICAL_SURFACE	-0.265160716	exome_capture
BS_3ZPJAK9A	HALLMARK_APOPTOSIS	-0.325969364	exome_capture
BS_3ZPJAK9A	HALLMARK_BILE_ACID_METABOLISM	0.066929097	exome_capture
BS_3ZPJAK9A	HALLMARK_CHOLESTEROL_HOMEOSTASIS	-0.243906093	exome_capture
BS_3ZPJAK9A	HALLMARK_COAGULATION	-0.129779147	exome_capture
BS_3ZPJAK9A	HALLMARK_COMPLEMENT	-0.01772686	exome_capture
BS_3ZPJAK9A	HALLMARK_DNA_REPAIR	-0.495679797	exome_capture
BS_3ZPJAK9A	HALLMARK_E2F_TARGETS	-0.609704453	exome_capture
BS_3ZPJAK9A	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-0.308412448	exome_capture
BS_3ZPJAK9A	HALLMARK_ESTROGEN_RESPONSE_EARLY	0.014417007	exome_capture
BS_3ZPJAK9A	HALLMARK_ESTROGEN_RESPONSE_LATE	-0.100412575	exome_capture
BS_3ZPJAK9A	HALLMARK_FATTY_ACID_METABOLISM	-0.100177649	exome_capture
BS_3ZPJAK9A	HALLMARK_G2M_CHECKPOINT	-0.537279268	exome_capture
BS_3ZPJAK9A	HALLMARK_GLYCOLYSIS	-0.345476186	exome_capture
BS_3ZPJAK9A	HALLMARK_HEDGEHOG_SIGNALING	0.359181599	exome_capture
BS_3ZPJAK9A	HALLMARK_HEME_METABOLISM	0.066085341	exome_capture
BS_3ZPJAK9A	HALLMARK_HYPOXIA	-0.274189582	exome_capture
BS_3ZPJAK9A	HALLMARK_IL2_STAT5_SIGNALING	-0.230790401	exome_capture
BS_3ZPJAK9A	HALLMARK_IL6_JAK_STAT3_SIGNALING	-0.348578053	exome_capture
BS_3ZPJAK9A	HALLMARK_INFLAMMATORY_RESPONSE	-0.156120228	exome_capture
BS_3ZPJAK9A	HALLMARK_INTERFERON_ALPHA_RESPONSE	-0.433901366	exome_capture
BS_3ZPJAK9A	HALLMARK_INTERFERON_GAMMA_RESPONSE	-0.414263515	exome_capture
BS_3ZPJAK9A	HALLMARK_KRAS_SIGNALING_DN	0.213565967	exome_capture
BS_3ZPJAK9A	HALLMARK_KRAS_SIGNALING_UP	-0.127194264	exome_capture
BS_3ZPJAK9A	HALLMARK_MITOTIC_SPINDLE	-0.282238459	exome_capture
BS_3ZPJAK9A	HALLMARK_MTORC1_SIGNALING	-0.440372161	exome_capture
BS_3ZPJAK9A	HALLMARK_MYC_TARGETS_V1	-0.570874258	exome_capture
BS_3ZPJAK9A	HALLMARK_MYC_TARGETS_V2	-0.582100774	exome_capture
BS_3ZPJAK9A	HALLMARK_MYOGENESIS	-0.02039605	exome_capture
BS_3ZPJAK9A	HALLMARK_NOTCH_SIGNALING	-0.039461109	exome_capture
BS_3ZPJAK9A	HALLMARK_OXIDATIVE_PHOSPHORYLATION	-0.151858662	exome_capture
BS_3ZPJAK9A	HALLMARK_P53_PATHWAY	-0.264015185	exome_capture
BS_3ZPJAK9A	HALLMARK_PANCREAS_BETA_CELLS	0.279700736	exome_capture
BS_3ZPJAK9A	HALLMARK_PEROXISOME	-0.1765094	exome_capture
BS_3ZPJAK9A	HALLMARK_PI3K_AKT_MTOR_SIGNALING	-0.302443491	exome_capture
BS_3ZPJAK9A	HALLMARK_PROTEIN_SECRETION	-0.354617306	exome_capture
BS_3ZPJAK9A	HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY	-0.385093503	exome_capture
BS_3ZPJAK9A	HALLMARK_SPERMATOGENESIS	0.075176732	exome_capture
BS_3ZPJAK9A	HALLMARK_TGF_BETA_SIGNALING	-0.237695535	exome_capture
BS_3ZPJAK9A	HALLMARK_TNFA_SIGNALING_VIA_NFKB	-0.470053336	exome_capture
BS_3ZPJAK9A	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	-0.527163619	exome_capture
BS_3ZPJAK9A	HALLMARK_UV_RESPONSE_DN	0.147671368	exome_capture
BS_3ZPJAK9A	HALLMARK_UV_RESPONSE_UP	-0.224485895	exome_capture
BS_3ZPJAK9A	HALLMARK_WNT_BETA_CATENIN_SIGNALING	-0.317823364	exome_capture
BS_3ZPJAK9A	HALLMARK_XENOBIOTIC_METABOLISM	-0.170018347	exome_capture
BS_4KNBXM3C	HALLMARK_ADIPOGENESIS	0.108422718	exome_capture
BS_4KNBXM3C	HALLMARK_ALLOGRAFT_REJECTION	0.457861422	exome_capture
BS_4KNBXM3C	HALLMARK_ANDROGEN_RESPONSE	0.03206048	exome_capture
BS_4KNBXM3C	HALLMARK_ANGIOGENESIS	0.403740777	exome_capture
BS_4KNBXM3C	HALLMARK_APICAL_JUNCTION	0.215930533	exome_capture
BS_4KNBXM3C	HALLMARK_APICAL_SURFACE	0.336961856	exome_capture
BS_4KNBXM3C	HALLMARK_APOPTOSIS	0.295361027	exome_capture
BS_4KNBXM3C	HALLMARK_BILE_ACID_METABOLISM	0.032239809	exome_capture
BS_4KNBXM3C	HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.214109679	exome_capture
BS_4KNBXM3C	HALLMARK_COAGULATION	0.353036097	exome_capture
BS_4KNBXM3C	HALLMARK_COMPLEMENT	0.39724202	exome_capture
BS_4KNBXM3C	HALLMARK_DNA_REPAIR	-0.12228724	exome_capture
BS_4KNBXM3C	HALLMARK_E2F_TARGETS	-0.316235859	exome_capture
BS_4KNBXM3C	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.214505662	exome_capture
BS_4KNBXM3C	HALLMARK_ESTROGEN_RESPONSE_EARLY	0.122732221	exome_capture
BS_4KNBXM3C	HALLMARK_ESTROGEN_RESPONSE_LATE	0.12627423	exome_capture
BS_4KNBXM3C	HALLMARK_FATTY_ACID_METABOLISM	0.090472301	exome_capture
BS_4KNBXM3C	HALLMARK_G2M_CHECKPOINT	-0.269629646	exome_capture
BS_4KNBXM3C	HALLMARK_GLYCOLYSIS	-1.18E-04	exome_capture
BS_4KNBXM3C	HALLMARK_HEDGEHOG_SIGNALING	-0.145401932	exome_capture
BS_4KNBXM3C	HALLMARK_HEME_METABOLISM	0.299243114	exome_capture
BS_4KNBXM3C	HALLMARK_HYPOXIA	0.197983137	exome_capture
BS_4KNBXM3C	HALLMARK_IL2_STAT5_SIGNALING	0.40293349	exome_capture
BS_4KNBXM3C	HALLMARK_IL6_JAK_STAT3_SIGNALING	0.5224633	exome_capture
BS_4KNBXM3C	HALLMARK_INFLAMMATORY_RESPONSE	0.458905861	exome_capture
BS_4KNBXM3C	HALLMARK_INTERFERON_ALPHA_RESPONSE	0.486514764	exome_capture
BS_4KNBXM3C	HALLMARK_INTERFERON_GAMMA_RESPONSE	0.487053933	exome_capture
BS_4KNBXM3C	HALLMARK_KRAS_SIGNALING_DN	0.030856951	exome_capture
BS_4KNBXM3C	HALLMARK_KRAS_SIGNALING_UP	0.246422853	exome_capture
BS_4KNBXM3C	HALLMARK_MITOTIC_SPINDLE	-0.127566407	exome_capture
BS_4KNBXM3C	HALLMARK_MTORC1_SIGNALING	0.05441613	exome_capture
BS_4KNBXM3C	HALLMARK_MYC_TARGETS_V1	-0.178021481	exome_capture
BS_4KNBXM3C	HALLMARK_MYC_TARGETS_V2	-0.091919784	exome_capture
BS_4KNBXM3C	HALLMARK_MYOGENESIS	0.198130879	exome_capture
BS_4KNBXM3C	HALLMARK_NOTCH_SIGNALING	-0.145743161	exome_capture
BS_4KNBXM3C	HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.002070505	exome_capture
BS_4KNBXM3C	HALLMARK_P53_PATHWAY	0.149903417	exome_capture
BS_4KNBXM3C	HALLMARK_PANCREAS_BETA_CELLS	-0.059331505	exome_capture
BS_4KNBXM3C	HALLMARK_PEROXISOME	0.083590873	exome_capture
BS_4KNBXM3C	HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.168604482	exome_capture
BS_4KNBXM3C	HALLMARK_PROTEIN_SECRETION	-0.06510993	exome_capture
BS_4KNBXM3C	HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY	0.342747947	exome_capture
BS_4KNBXM3C	HALLMARK_SPERMATOGENESIS	-0.158314047	exome_capture
BS_4KNBXM3C	HALLMARK_TGF_BETA_SIGNALING	0.001848431	exome_capture
BS_4KNBXM3C	HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.348372748	exome_capture
BS_4KNBXM3C	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.03832072	exome_capture
BS_4KNBXM3C	HALLMARK_UV_RESPONSE_DN	-0.054743752	exome_capture
BS_4KNBXM3C	HALLMARK_UV_RESPONSE_UP	0.0578331	exome_capture
BS_4KNBXM3C	HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.085095732	exome_capture
BS_4KNBXM3C	HALLMARK_XENOBIOTIC_METABOLISM	0.303376837	exome_capture
BS_8ZE4Z9G5	HALLMARK_ADIPOGENESIS	0.278449996	exome_capture
BS_8ZE4Z9G5	HALLMARK_ALLOGRAFT_REJECTION	-0.196690028	exome_capture
BS_8ZE4Z9G5	HALLMARK_ANDROGEN_RESPONSE	0.150289472	exome_capture
BS_8ZE4Z9G5	HALLMARK_ANGIOGENESIS	0.124149893	exome_capture
BS_8ZE4Z9G5	HALLMARK_APICAL_JUNCTION	0.080648739	exome_capture
BS_8ZE4Z9G5	HALLMARK_APICAL_SURFACE	-0.049860839	exome_capture
BS_8ZE4Z9G5	HALLMARK_APOPTOSIS	0.283822151	exome_capture
BS_8ZE4Z9G5	HALLMARK_BILE_ACID_METABOLISM	-0.034971823	exome_capture
BS_8ZE4Z9G5	HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.31927029	exome_capture
BS_8ZE4Z9G5	HALLMARK_COAGULATION	-0.095072854	exome_capture
BS_8ZE4Z9G5	HALLMARK_COMPLEMENT	-0.182823893	exome_capture
BS_8ZE4Z9G5	HALLMARK_DNA_REPAIR	0.561110813	exome_capture
BS_8ZE4Z9G5	HALLMARK_E2F_TARGETS	0.709663731	exome_capture
BS_8ZE4Z9G5	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-0.167853281	exome_capture
BS_8ZE4Z9G5	HALLMARK_ESTROGEN_RESPONSE_EARLY	-0.067846488	exome_capture
BS_8ZE4Z9G5	HALLMARK_ESTROGEN_RESPONSE_LATE	-0.013956428	exome_capture
BS_8ZE4Z9G5	HALLMARK_FATTY_ACID_METABOLISM	0.177300977	exome_capture
BS_8ZE4Z9G5	HALLMARK_G2M_CHECKPOINT	0.685240642	exome_capture
BS_8ZE4Z9G5	HALLMARK_GLYCOLYSIS	0.247983411	exome_capture
BS_8ZE4Z9G5	HALLMARK_HEDGEHOG_SIGNALING	0.066502487	exome_capture
BS_8ZE4Z9G5	HALLMARK_HEME_METABOLISM	0.112877646	exome_capture
BS_8ZE4Z9G5	HALLMARK_HYPOXIA	0.034073945	exome_capture
BS_8ZE4Z9G5	HALLMARK_IL2_STAT5_SIGNALING	-0.061828908	exome_capture
BS_8ZE4Z9G5	HALLMARK_IL6_JAK_STAT3_SIGNALING	-0.091196844	exome_capture
BS_8ZE4Z9G5	HALLMARK_INFLAMMATORY_RESPONSE	-0.342455181	exome_capture
BS_8ZE4Z9G5	HALLMARK_INTERFERON_ALPHA_RESPONSE	0.558667096	exome_capture
BS_8ZE4Z9G5	HALLMARK_INTERFERON_GAMMA_RESPONSE	0.2951314	exome_capture
BS_8ZE4Z9G5	HALLMARK_KRAS_SIGNALING_DN	-0.302167768	exome_capture
BS_8ZE4Z9G5	HALLMARK_KRAS_SIGNALING_UP	-0.235284287	exome_capture
BS_8ZE4Z9G5	HALLMARK_MITOTIC_SPINDLE	0.527680486	exome_capture
BS_8ZE4Z9G5	HALLMARK_MTORC1_SIGNALING	0.461756737	exome_capture
BS_8ZE4Z9G5	HALLMARK_MYC_TARGETS_V1	0.649159371	exome_capture
BS_8ZE4Z9G5	HALLMARK_MYC_TARGETS_V2	0.540044109	exome_capture
BS_8ZE4Z9G5	HALLMARK_MYOGENESIS	-0.241204474	exome_capture
BS_8ZE4Z9G5	HALLMARK_NOTCH_SIGNALING	0.264087521	exome_capture
BS_8ZE4Z9G5	HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.525900247	exome_capture
BS_8ZE4Z9G5	HALLMARK_P53_PATHWAY	0.236646558	exome_capture
BS_8ZE4Z9G5	HALLMARK_PANCREAS_BETA_CELLS	0.050569415	exome_capture
BS_8ZE4Z9G5	HALLMARK_PEROXISOME	0.280880989	exome_capture
BS_8ZE4Z9G5	HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.367701132	exome_capture
BS_8ZE4Z9G5	HALLMARK_PROTEIN_SECRETION	0.414555201	exome_capture
BS_8ZE4Z9G5	HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY	0.273082156	exome_capture
BS_8ZE4Z9G5	HALLMARK_SPERMATOGENESIS	0.155291036	exome_capture
BS_8ZE4Z9G5	HALLMARK_TGF_BETA_SIGNALING	0.289817802	exome_capture
BS_8ZE4Z9G5	HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.013679242	exome_capture
BS_8ZE4Z9G5	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.53239522	exome_capture
BS_8ZE4Z9G5	HALLMARK_UV_RESPONSE_DN	0.009240049	exome_capture
BS_8ZE4Z9G5	HALLMARK_UV_RESPONSE_UP	0.321886187	exome_capture
BS_8ZE4Z9G5	HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.448654243	exome_capture
BS_8ZE4Z9G5	HALLMARK_XENOBIOTIC_METABOLISM	-4.42E-04	exome_capture
BS_CZPQ493E	HALLMARK_ADIPOGENESIS	-0.110202279	exome_capture
BS_CZPQ493E	HALLMARK_ALLOGRAFT_REJECTION	0.242341773	exome_capture
BS_CZPQ493E	HALLMARK_ANDROGEN_RESPONSE	-0.138222503	exome_capture
BS_CZPQ493E	HALLMARK_ANGIOGENESIS	-0.148812735	exome_capture
BS_CZPQ493E	HALLMARK_APICAL_JUNCTION	-0.16271796	exome_capture
BS_CZPQ493E	HALLMARK_APICAL_SURFACE	-0.163535295	exome_capture
BS_CZPQ493E	HALLMARK_APOPTOSIS	-0.021446284	exome_capture
BS_CZPQ493E	HALLMARK_BILE_ACID_METABOLISM	0.249947007	exome_capture
BS_CZPQ493E	HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.167522725	exome_capture
BS_CZPQ493E	HALLMARK_COAGULATION	0.162713084	exome_capture
BS_CZPQ493E	HALLMARK_COMPLEMENT	0.048285686	exome_capture
BS_CZPQ493E	HALLMARK_DNA_REPAIR	-0.385436845	exome_capture
BS_CZPQ493E	HALLMARK_E2F_TARGETS	-0.408311507	exome_capture
BS_CZPQ493E	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.018960193	exome_capture
BS_CZPQ493E	HALLMARK_ESTROGEN_RESPONSE_EARLY	0.153674496	exome_capture
BS_CZPQ493E	HALLMARK_ESTROGEN_RESPONSE_LATE	0.178832975	exome_capture
BS_CZPQ493E	HALLMARK_FATTY_ACID_METABOLISM	-0.138051775	exome_capture
BS_CZPQ493E	HALLMARK_G2M_CHECKPOINT	-0.36428654	exome_capture
BS_CZPQ493E	HALLMARK_GLYCOLYSIS	-0.313384165	exome_capture
BS_CZPQ493E	HALLMARK_HEDGEHOG_SIGNALING	-0.095533651	exome_capture
BS_CZPQ493E	HALLMARK_HEME_METABOLISM	-0.189177618	exome_capture
BS_CZPQ493E	HALLMARK_HYPOXIA	-0.119462356	exome_capture
BS_CZPQ493E	HALLMARK_IL2_STAT5_SIGNALING	0.04509938	exome_capture
BS_CZPQ493E	HALLMARK_IL6_JAK_STAT3_SIGNALING	0.10156293	exome_capture
BS_CZPQ493E	HALLMARK_INFLAMMATORY_RESPONSE	0.218118784	exome_capture
BS_CZPQ493E	HALLMARK_INTERFERON_ALPHA_RESPONSE	-0.199937112	exome_capture
BS_CZPQ493E	HALLMARK_INTERFERON_GAMMA_RESPONSE	0.034430928	exome_capture
BS_CZPQ493E	HALLMARK_KRAS_SIGNALING_DN	0.135417219	exome_capture
BS_CZPQ493E	HALLMARK_KRAS_SIGNALING_UP	0.105137444	exome_capture
BS_CZPQ493E	HALLMARK_MITOTIC_SPINDLE	-0.37903614	exome_capture
BS_CZPQ493E	HALLMARK_MTORC1_SIGNALING	-0.323719115	exome_capture
BS_CZPQ493E	HALLMARK_MYC_TARGETS_V1	-0.547278728	exome_capture
BS_CZPQ493E	HALLMARK_MYC_TARGETS_V2	-0.44654754	exome_capture
BS_CZPQ493E	HALLMARK_MYOGENESIS	0.222682719	exome_capture
BS_CZPQ493E	HALLMARK_NOTCH_SIGNALING	0.027417715	exome_capture
BS_CZPQ493E	HALLMARK_OXIDATIVE_PHOSPHORYLATION	-0.43228085	exome_capture
BS_CZPQ493E	HALLMARK_P53_PATHWAY	0.135125698	exome_capture
BS_CZPQ493E	HALLMARK_PANCREAS_BETA_CELLS	-0.012589364	exome_capture
BS_CZPQ493E	HALLMARK_PEROXISOME	-0.034379573	exome_capture
BS_CZPQ493E	HALLMARK_PI3K_AKT_MTOR_SIGNALING	-0.282275434	exome_capture
BS_CZPQ493E	HALLMARK_PROTEIN_SECRETION	-0.376502332	exome_capture
BS_CZPQ493E	HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY	-0.422183891	exome_capture
BS_CZPQ493E	HALLMARK_SPERMATOGENESIS	0.160175103	exome_capture
BS_CZPQ493E	HALLMARK_TGF_BETA_SIGNALING	-0.133551942	exome_capture
BS_CZPQ493E	HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.002260362	exome_capture
BS_CZPQ493E	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	-0.477313899	exome_capture
BS_CZPQ493E	HALLMARK_UV_RESPONSE_DN	0.058463303	exome_capture
BS_CZPQ493E	HALLMARK_UV_RESPONSE_UP	-0.297847437	exome_capture
BS_CZPQ493E	HALLMARK_WNT_BETA_CATENIN_SIGNALING	-0.23228019	exome_capture
BS_CZPQ493E	HALLMARK_XENOBIOTIC_METABOLISM	0.086472898	exome_capture
BS_E7NVYA6G	HALLMARK_ADIPOGENESIS	0.284835681	exome_capture
BS_E7NVYA6G	HALLMARK_ALLOGRAFT_REJECTION	0.483713497	exome_capture
