#sample_id	predicted_ancestry	given_ancestry	EAS_prob	AFR_prob	AMR_prob	SAS_prob	EUR_prob	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
NA18909	AFR	AFR	0	0.9998	2e-4	0	0	62.8791	-18.2799	0.3663	1.8974	-0.3126	NA	NA	NA	NA	NA
HG00551	AMR	AMR	0	3e-4	0.9991	4e-4	2e-4	6.0611	5.7107	-7.4527	1.8776	1.6807	NA	NA	NA	NA	NA
HG02546	AFR	AFR	0	0.9976	0.0024	0	0	59.2296	-16.4541	-0.3049	1.5417	-0.3214	NA	NA	NA	NA	NA
NA20870	SAS	SAS	0	0.001	3e-4	0.9921	0.0065	2.3309	1.9945	11.558	-2.1609	-1.3512	NA	NA	NA	NA	NA
HG03745	SAS	SAS	0	0	0	1	0	1.2217	-8.1766	21.2697	-4.3078	2.721	NA	NA	NA	NA	NA
HG02789	SAS	SAS	0	0	0	1	0	2.753	-7.7177	18.1193	-3.1681	1.7377	NA	NA	NA	NA	NA
HG01051	AMR	AMR	0	0.02	0.9797	0	3e-4	12.9297	-1.0588	-8.5729	-0.3712	0.8088	NA	NA	NA	NA	NA
NA18990	EAS	EAS	1	0	0	0	0	-6.9095	-44.2959	-2.284	6.1298	-2.6773	NA	NA	NA	NA	NA
NA19316	AFR	AFR	0	0.9998	2e-4	0	0	57.5988	-17.4228	0.1383	2.6635	1.0964	NA	NA	NA	NA	NA
NA20896	SAS	SAS	0	0	0	1	0	-0.2786	-4.9258	18.4468	-5.5012	-0.5436	NA	NA	NA	NA	NA
HG02696	SAS	SAS	0	0	0	1	0	1.9444	-4.208	15.2066	-3.9505	1.6397	NA	NA	NA	NA	NA
NA19093	AFR	AFR	0	0.9992	8e-4	0	0	63.5159	-17.2159	-0.1115	2.9048	-2.1379	NA	NA	NA	NA	NA
NA20517	EUR	EUR	0	0	0.0013	0	0.9987	2.0986	13.4699	-4.3415	9.6356	3.1689	NA	NA	NA	NA	NA
HG02922	AFR	AFR	0	0.9999	1e-4	0	0	62.6727	-16.8316	-1.0648	1.017	3.1277	NA	NA	NA	NA	NA
NA18879	AFR	AFR	0	0.9979	0.0021	0	0	62.909	-16.7708	-1.2057	2.2215	2.7564	NA	NA	NA	NA	NA
NA19732	AMR	AMR	0	0.0014	0.9986	0	0	-7.0492	-24.7566	-21.1696	-35.8544	-1.6567	NA	NA	NA	NA	NA
HG02594	AFR	AFR	0	0.9997	3e-4	0	0	60.8497	-17.6121	-0.0631	1.948	1.3108	NA	NA	NA	NA	NA
HG02142	EAS	EAS	0.9895	0	0.0105	0	0	-8.0112	-38.6779	-1.0669	6.9003	1.7274	NA	NA	NA	NA	NA
NA18858	AFR	AFR	0	0.9995	5e-4	0	0	61.2815	-18.2157	0.699	1.6274	2.8322	NA	NA	NA	NA	NA
NA19054	EAS	EAS	1	0	0	0	0	-7.9011	-42.1832	-3.5091	5.736	-5.1083	NA	NA	NA	NA	NA
NA19096	AFR	AFR	0	0.9995	5e-4	0	0	63.3072	-17.155	0.3454	0.391	2.4245	NA	NA	NA	NA	NA
HG02496	AFR	AFR	0	0.9992	8e-4	0	0	58.4944	-13.7877	-0.6714	2.6788	2.7135	NA	NA	NA	NA	NA
HG02339	AFR	AFR	0	0.9992	8e-4	0	0	62.1277	-15.774	-0.1876	1.2432	-0.6098	NA	NA	NA	NA	NA
HG01776	EUR	EUR	0	0	0.0028	0	0.9972	0.561	10.5529	-5.3354	9.0686	3.5111	NA	NA	NA	NA	NA
HG02028	EAS	EAS	1	0	0	0	0	-6.3131	-43.1509	-1.682	9.38	4.1167	NA	NA	NA	NA	NA
NA07056	EUR	EUR	0	0	0.0169	0	0.9831	0.8704	12.8694	-3.963	8.4331	6e-4	NA	NA	NA	NA	NA
NA19921	AFR	AFR	0	0.6999	0.3001	0	0	33.3689	-9.8978	-3.0579	1.6025	0.3409	NA	NA	NA	NA	NA
HG02220	EUR	EUR	0	0	0.0051	0	0.9949	0.9689	12.8895	-3.0973	8.8597	-0.3895	NA	NA	NA	NA	NA
NA21111	SAS	SAS	0	0	0	1	0	1.2177	-4.5203	20.4426	-7.5752	2.4846	NA	NA	NA	NA	NA
HG00881	EAS	EAS	1	0	0	0	0	-6.7017	-44.7066	-0.4872	10.3155	7.1178	NA	NA	NA	NA	NA
HG02317	AFR	AFR	0	0.9992	8e-4	0	0	58.3078	-15.2461	1.0994	2.6509	0.665	NA	NA	NA	NA	NA
NA12718	EUR	EUR	0	0	0.0082	0	0.9918	-0.5983	13.112	-5.6708	8.7172	1.1932	NA	NA	NA	NA	NA
NA20894	SAS	SAS	0	0	0	1	0	0.3764	-5.4765	18.0325	-1.7087	2.5676	NA	NA	NA	NA	NA
HG01757	EUR	EUR	0	0	2e-4	0	0.9998	0.7505	11.0534	-3.9592	10.1821	-1.6214	NA	NA	NA	NA	NA
NA12830	EUR	EUR	0	0	0.0058	0	0.9942	0.6427	12.1404	-6.3176	8.0453	3.4801	NA	NA	NA	NA	NA
HG03446	AFR	AFR	0	0.9998	2e-4	0	0	63.4926	-17.658	-1.0734	1.0691	1.0363	NA	NA	NA	NA	NA
HG00272	EUR	EUR	0	0	0.0041	0	0.9959	-2.1736	6.0077	-5.8231	8.4034	-3.443	NA	NA	NA	NA	NA
HG02107	AFR	AFR	0	0.9999	1e-4	0	0	60.5789	-17.1745	0.0866	1.0684	-0.0127	NA	NA	NA	NA	NA
HG03755	SAS	SAS	0	0	0	1	0	2.1943	-8.1864	18.3028	-4.7541	-3.8763	NA	NA	NA	NA	NA
NA18994	EAS	EAS	1	0	0	0	0	-7.5743	-43.3097	-2.1473	5.8278	-4.8187	NA	NA	NA	NA	NA
HG01356	AMR	AMR	1e-4	0.002	0.9977	0	3e-4	3.2622	2.6468	-9.8904	-3.6719	3.8971	NA	NA	NA	NA	NA
HG01029	EAS	EAS	1	0	0	0	0	-7.1902	-44.6405	-1.4089	7.4198	5.381	NA	NA	NA	NA	NA
HG01174	AMR	AMR	0	0	0.6405	0	0.3595	3.6872	6.0406	-5.8127	3.8411	1.9375	NA	NA	NA	NA	NA
NA12400	EUR	EUR	0	0	0.1101	0	0.8898	0.3829	13.5989	-4.7725	9.5231	1.61	NA	NA	NA	NA	NA
NA21125	SAS	SAS	0	0	0	1	0	1.7133	-4.7626	18.6204	-3.7739	-3.2512	NA	NA	NA	NA	NA
NA18595	EAS	EAS	0.9999	0	1e-4	0	0	-9.3219	-41.9236	-3.0619	7.9781	-5.4171	NA	NA	NA	NA	NA
NA12828	EUR	EUR	0	0	0.0399	0	0.9601	-1.4155	12.0074	-4.6835	7.0634	4.0388	NA	NA	NA	NA	NA
HG00766	EAS	EAS	1	0	0	0	0	-8.0428	-44.2308	-1.3251	10.2004	3.5354	NA	NA	NA	NA	NA
HG03054	AFR	AFR	0	0.9992	8e-4	0	0	62.9637	-16.5999	-1.6294	0.2637	1.3188	NA	NA	NA	NA	NA
HG03736	SAS	SAS	0	0	0	1	0	2.0377	-8.3167	20.9125	-2.3831	-1.388	NA	NA	NA	NA	NA
HG02655	SAS	SAS	0	0	0	1	0	0.6616	0.1787	11.161	-2.8427	-0.0115	NA	NA	NA	NA	NA
HG02025	EAS	EAS	1	0	0	0	0	-7.7362	-43.5005	-3.1872	8.6634	6.7947	NA	NA	NA	NA	NA
HG03864	SAS	SAS	0	0	0	1	0	1.6796	-7.9486	18.8138	-5.1291	0.7176	NA	NA	NA	NA	NA
NA20511	EUR	EUR	0	0	0.0059	0	0.9941	2.0356	12.7306	-4.2027	8.0597	3.6306	NA	NA	NA	NA	NA
NA19703	AFR	AFR	0	0.9974	0.0026	0	0	54.0085	-13.2871	-0.7337	2.9874	1.9054	NA	NA	NA	NA	NA
NA20348	AFR	AFR	0	0.9993	7e-4	0	0	52.7597	-13.6701	-0.8763	2.4785	2.7529	NA	NA	NA	NA	NA
HG01530	EUR	EUR	0	0	0.0038	0	0.9962	2.2546	12.9354	-5.1235	11.6851	4.1511	NA	NA	NA	NA	NA
HG02947	AFR	AFR	0	0.9997	3e-4	0	0	63.0836	-17.2686	1.7037	1.4873	2.2791	NA	NA	NA	NA	NA
NA11840	EUR	EUR	0	0	0.0055	0	0.9945	-0.5512	11.7928	-3.7826	8.536	-3.1522	NA	NA	NA	NA	NA
NA18530	EAS	EAS	1	0	0	0	0	-7.2026	-44.8887	-2.7501	6.5195	-3.4328	NA	NA	NA	NA	NA
HG00318	EUR	EUR	0	0	0.3016	0	0.6984	-0.4722	9.6041	-5.6147	7.7497	-0.7556	NA	NA	NA	NA	NA
HG01679	EUR	EUR	0	0	7e-4	0	0.9993	1.5262	12.2988	-5.5281	8.1458	4.1035	NA	NA	NA	NA	NA
NA18967	EAS	EAS	1	0	0	0	0	-7.6364	-43.1582	-3.0686	5.3493	-6.2431	NA	NA	NA	NA	NA
HG03694	SAS	SAS	0	0	0	1	0	0.676	-8.5424	15.7579	-1.8453	1.1658	NA	NA	NA	NA	NA
NA20503	EUR	EUR	0	0	0.0055	0	0.9945	1.8492	11.2217	-5.7145	9.3904	1.894	NA	NA	NA	NA	NA
HG01761	EUR	EUR	0	0	0.0043	0	0.9957	3.1278	12.9968	-3.9947	9.5014	3.8322	NA	NA	NA	NA	NA
NA20900	SAS	SAS	0	0	0	1	0	0.5599	-2.769	13.4323	-1.5757	7.6655	NA	NA	NA	NA	NA
HG01101	AMR	AMR	0	0.0019	0.9981	0	0	9.5006	1.7528	-7.1934	1.066	4.92	NA	NA	NA	NA	NA
NA11893	EUR	EUR	0	0	0.0011	0	0.9989	-1.5725	11.6083	-3.7821	9.9528	1.9662	NA	NA	NA	NA	NA
HG03160	AFR	AFR	0	0.9997	3e-4	0	0	62.6361	-18.222	0.8858	0.9479	2.0728	NA	NA	NA	NA	NA
HG02870	AFR	AFR	0	0.9997	3e-4	0	0	60.4434	-16.684	-0.6456	1.3293	-1.2177	NA	NA	NA	NA	NA
HG02271	AMR	AMR	0	0.0032	0.9968	0	0	-7.081	-25.089	-24.0147	-39.1794	1.6604	NA	NA	NA	NA	NA
NA20904	SAS	SAS	0	0	0	0.9998	1e-4	0.752	-1.0114	11.907	-1.1407	-0.6491	NA	NA	NA	NA	NA
NA20509	EUR	EUR	0	0	0.005	0	0.995	2.0762	11.3252	-5.5361	9.3028	1.5769	NA	NA	NA	NA	NA
HG00583	EAS	EAS	1	0	0	0	0	-6.8321	-45.478	-2.2395	7.6244	3.9409	NA	NA	NA	NA	NA
HG04063	SAS	SAS	0	0	0	1	0	1.6881	-6.9712	22.8186	-9.3923	-0.0333	NA	NA	NA	NA	NA
HG02399	EAS	EAS	1	0	0	0	0	-7.931	-44.8181	0.5137	7.9583	6.6426	NA	NA	NA	NA	NA
HG01113	AMR	AMR	0	0.0069	0.9931	0	0	-0.9345	2.5611	-9.7774	-4.2585	-0.6652	NA	NA	NA	NA	NA
NA20863	SAS	SAS	0	0	0	1	0	1.818	-4.3993	18.3117	-4.5383	0.6402	NA	NA	NA	NA	NA
NA18952	EAS	EAS	1	0	0	0	0	-6.9244	-43.7596	-3.7267	6.3284	-2.9763	NA	NA	NA	NA	NA
HG03082	AFR	AFR	0	0.9999	1e-4	0	0	62.605	-17.6793	-0.5428	2.6313	-0.0303	NA	NA	NA	NA	NA
HG00331	EUR	EUR	0	0	5e-4	0	0.9995	-1.1485	9.8459	-6.5547	7.6205	-3.49	NA	NA	NA	NA	NA
HG01869	EAS	EAS	1	0	0	0	0	-7.1552	-43.5199	-1.1157	8.8228	6.2434	NA	NA	NA	NA	NA
HG03888	SAS	SAS	0	0	0	1	0	0.4823	-5.2373	16.3113	-2.7805	-0.1282	NA	NA	NA	NA	NA
NA20585	EUR	EUR	0	0	0.0214	0	0.9786	1.6427	13.0924	-3.6949	8.6794	4.8886	NA	NA	NA	NA	NA
HG02051	AFR	AFR	0	0.999	0.001	0	0	60.3479	-17.6896	-1.2245	1.2135	2.713	NA	NA	NA	NA	NA
HG03460	AFR	AFR	0	0.9996	4e-4	0	0	63.667	-17.2127	0.1398	2.1227	1.7463	NA	NA	NA	NA	NA
HG02408	EAS	EAS	1	0	0	0	0	-6.6069	-42.5575	-1.2832	8.0968	6.3554	NA	NA	NA	NA	NA
NA19909	AFR	AFR	0	0.9991	9e-4	0	0	55.5732	-13.4237	-1.3415	1.8385	3.6045	NA	NA	NA	NA	NA
NA19383	AFR	AFR	0	0.9989	0.0011	0	0	59.4776	-17.9443	-0.0748	2.6089	2.4141	NA	NA	NA	NA	NA
HG03461	AFR	AFR	0	0.9992	8e-4	0	0	63.7182	-17.9844	-0.1822	2.5857	1.1684	NA	NA	NA	NA	NA
HG03629	SAS	SAS	0	0	0	1	0	0.3875	-3.4976	14.4524	-1.7833	0.4016	NA	NA	NA	NA	NA
HG02611	AFR	AFR	0	0.9991	9e-4	0	0	61.7687	-17.8195	0.9984	2.3378	0.537	NA	NA	NA	NA	NA
HG01456	AMR	AMR	0	6e-4	0.9993	0	0	1.2251	-3.2992	-12.465	-8.44	3.9495	NA	NA	NA	NA	NA
HG02389	EAS	EAS	1	0	0	0	0	-8.5269	-45.9309	-0.1629	8.604	5.0868	NA	NA	NA	NA	NA
HG00531	EAS	EAS	1	0	0	0	0	-8.3413	-44.5304	-3.9979	7.2433	1.0174	NA	NA	NA	NA	NA
NA18870	AFR	AFR	0	0.9998	2e-4	0	0	63.3306	-17.7053	-1.0788	2.1706	1.9295	NA	NA	NA	NA	NA
NA20589	EUR	EUR	0	0	0.0336	0	0.9664	1.5432	12.2774	-2.086	8.2971	3.4071	NA	NA	NA	NA	NA
NA19431	AFR	AFR	0	0.9997	3e-4	0	0	59.1205	-17.5424	0.5887	0.3239	1.795	NA	NA	NA	NA	NA
NA19401	AFR	AFR	0	0.9995	5e-4	0	0	59.1902	-17.3361	-0.1157	1.1799	2.9332	NA	NA	NA	NA	NA
NA20798	EUR	EUR	0	0	0.1442	0	0.8558	2.6241	12.3539	-3.9272	9.3086	2.3168	NA	NA	NA	NA	NA
NA21091	SAS	SAS	0	0	0	1	0	2.1301	-4.318	20.3144	-4.2545	4.2021	NA	NA	NA	NA	NA
HG00177	EUR	EUR	0	0	0.1905	0	0.8095	-2.101	6.8229	-7.4219	8.2801	-1.885	NA	NA	NA	NA	NA
HG02522	EAS	EAS	1	0	0	0	0	-7.6496	-44.2101	-1.3029	8.0591	4.8153	NA	NA	NA	NA	NA
NA18626	EAS	EAS	1	0	0	0	0	-6.7619	-44.1164	-2.9422	7.2918	-4.1667	NA	NA	NA	NA	NA
HG02278	AMR	AMR	0	0.002	0.998	0	0	-6.7536	-22.0685	-22.6273	-36.179	1.1442	NA	NA	NA	NA	NA
HG04107	SAS	SAS	0	0	0	1	0	0.8324	-7.8632	19.6775	-6.2329	-0.7664	NA	NA	NA	NA	NA
NA12340	EUR	EUR	0	0	0.0107	0	0.9893	1.7929	12.5912	-4.4621	8.4933	3.1715	NA	NA	NA	NA	NA
NA19648	EUR	AMR	0	0	0.0191	0	0.9809	1.4768	10.8192	-5.2312	5.1891	6.1087	NA	NA	NA	NA	NA
NA20802	EUR	EUR	0	0	0.1205	0	0.8795	2.2445	12.4878	-5.6949	9.7815	5.8557	NA	NA	NA	NA	NA
HG04183	SAS	SAS	0	0	0	1	0	2.0033	-11.3855	16.1735	-3.9438	2.3818	NA	NA	NA	NA	NA
HG02155	EAS	EAS	0.9996	0	4e-4	0	0	-7.1233	-45.0572	-2.2132	7.443	4.7214	NA	NA	NA	NA	NA
NA20507	EUR	EUR	0	0	1e-4	0	0.9999	1.3982	11.6979	-3.1834	9.6965	1.7379	NA	NA	NA	NA	NA
HG02396	EAS	EAS	1	0	0	0	0	-8.9036	-46.2949	-0.7993	9.0315	7.8182	NA	NA	NA	NA	NA
NA20538	EUR	EUR	0	0	0.1257	0	0.8743	2.755	12.4372	-4.4435	6.7202	3.498	NA	NA	NA	NA	NA
HG00656	EAS	EAS	1	0	0	0	0	-7.1425	-46.2242	-2.2474	8.7657	0.5546	NA	NA	NA	NA	NA
NA11831	EUR	EUR	0	0	4e-4	0	0.9996	0.4771	12.1799	-5.4706	9.7219	0.3201	NA	NA	NA	NA	NA
NA19130	AFR	AFR	0	0.9999	1e-4	0	0	62.7292	-18.1085	-0.8077	1.4051	0.7072	NA	NA	NA	NA	NA
HG00537	EAS	EAS	1	0	0	0	0	-7.7885	-44.7088	-2.8218	8.6202	1.3763	NA	NA	NA	NA	NA
NA19327	AFR	AFR	0	0.9996	4e-4	0	0	58.2473	-17.0453	0.2289	2.4129	1.2249	NA	NA	NA	NA	NA
HG01119	AMR	AMR	0	0	0.7195	0	0.2805	0.7572	8.2805	-6.6398	1.8528	5.3768	NA	NA	NA	NA	NA
HG03169	AFR	AFR	0	0.9981	0.0019	0	0	62.9938	-18.4962	-0.7249	2.9205	-0.2579	NA	NA	NA	NA	NA
HG03862	SAS	SAS	0	0	0	1	0	1.6644	-6.2502	18.4356	-6.1071	1.5488	NA	NA	NA	NA	NA
HG02811	AFR	AFR	0	0.9998	2e-4	0	0	62.3995	-18.0132	1.6434	2.2109	1.4178	NA	NA	NA	NA	NA
NA19256	AFR	AFR	0	0.9999	1e-4	0	0	63.1041	-18.0216	0.0335	0.8818	0.3073	NA	NA	NA	NA	NA
HG03882	SAS	SAS	0	0	0	1	0	1.8422	-6.1946	18.8462	-6.0699	-0.0064	NA	NA	NA	NA	NA
HG02804	AFR	AFR	0	0.9999	1e-4	0	0	63.2784	-16.4202	0.6121	1.9294	-0.8484	NA	NA	NA	NA	NA
HG00632	EAS	EAS	1	0	0	0	0	-6.9822	-44.9567	-2.3501	8.044	-0.0633	NA	NA	NA	NA	NA
HG01860	EAS	EAS	1	0	0	0	0	-7.9604	-42.8971	-0.2376	8.3175	8.2681	NA	NA	NA	NA	NA
NA18877	AFR	AFR	0	0.9997	3e-4	0	0	63.5257	-18.4366	-0.5304	2.1201	2.3218	NA	NA	NA	NA	NA
HG02600	SAS	SAS	0	0	0	1	0	1.5461	-5.2389	16.8931	-0.949	3.9472	NA	NA	NA	NA	NA
NA19440	AFR	AFR	0	0.9973	0.0027	0	0	59.814	-15.5889	-0.5837	2.7014	3.3068	NA	NA	NA	NA	NA
NA18609	EAS	EAS	0.9999	0	1e-4	0	0	-6.929	-41.1702	-2.5516	6.2633	-0.4143	NA	NA	NA	NA	NA
NA19403	AFR	AFR	0	0.9995	5e-4	0	0	59.4769	-15.9352	-0.516	2.9313	0.0801	NA	NA	NA	NA	NA
NA20534	EUR	EUR	0	0	9e-4	0	0.9991	-0.2935	13.0491	-3.8204	8.8965	1.1617	NA	NA	NA	NA	NA
HG00353	EUR	EUR	0	0	7e-4	0	0.9993	-2.2394	8.5908	-6.6696	9.5988	-4.8806	NA	NA	NA	NA	NA
HG00622	EAS	EAS	1	0	0	0	0	-8.3292	-47.105	-2.7573	7.2064	3.7209	NA	NA	NA	NA	NA
HG02274	AMR	AMR	0	0.1624	0.8376	0	0	12.0419	-17.7225	-13.7306	-22.4921	0.603	NA	NA	NA	NA	NA
NA20532	EUR	EUR	0	0	0.0011	0	0.9989	2.2017	12.4459	-5.9175	8.8636	1.7983	NA	NA	NA	NA	NA
NA20878	SAS	SAS	0	0	0	1	0	-0.9609	-7.0525	20.4505	-3.1407	2.491	NA	NA	NA	NA	NA
NA18970	EAS	EAS	1	0	0	0	0	-7.279	-44.0502	-3.1436	7.6902	-4.8513	NA	NA	NA	NA	NA
HG03940	SAS	SAS	0	0	0	1	0	0.8064	-10.1417	20.0231	-3.68	1.4393	NA	NA	NA	NA	NA
NA18982	EAS	EAS	0.9999	0	1e-4	0	0	-7.2404	-42.1991	-2.3856	4.7815	-1.6603	NA	NA	NA	NA	NA
HG00449	EAS	EAS	1	0	0	0	0	-7.6106	-44.0925	-3.0867	7.7238	0.524	NA	NA	NA	NA	NA
HG00242	EUR	EUR	0	0	0.0034	0	0.9966	0.1297	12.3308	-6.2151	7.6191	6.633	NA	NA	NA	NA	NA
HG03121	AFR	AFR	0	0.9988	0.0012	0	0	63.8265	-18.3963	0.616	2.5226	-0.0183	NA	NA	NA	NA	NA
HG03775	SAS	SAS	0	0	0	1	0	1.4892	-7.1158	20.1341	-4.0905	3.918	NA	NA	NA	NA	NA
NA20773	EUR	EUR	0	0	0.0022	0	0.9978	1.2573	12.1828	-2.7561	9.5753	4.2017	NA	NA	NA	NA	NA
HG01777	EUR	EUR	0	0	0.0075	0	0.9925	-0.1216	12.9182	-5.5165	10.1997	0.4227	NA	NA	NA	NA	NA
NA20510	AMR	EUR	2e-4	6e-4	0.5164	0	0.4828	2.3888	12.3199	-2.2575	8.8623	0.4165	NA	NA	NA	NA	NA
HG01491	EUR	AMR	0	0	0.1014	0	0.8986	0.7133	7.3461	-8.5441	2.044	-3.421	NA	NA	NA	NA	NA
NA19059	EAS	EAS	1	0	0	0	0	-6.1155	-41.2748	-1.0776	6.9932	-5.6095	NA	NA	NA	NA	NA
HG00256	EUR	EUR	0	0	0.0054	0	0.9946	1.016	13.9458	-4.1152	9.6528	-1.4431	NA	NA	NA	NA	NA
HG01131	AMR	AMR	0	0.0061	0.9939	0	0	3.3087	0.7685	-9.8601	-3.8202	2.1064	NA	NA	NA	NA	NA
HG00112	EUR	EUR	0	0	0.0013	0	0.9987	0.3333	14.0266	-5.0392	9.7525	1.0667	NA	NA	NA	NA	NA
HG01980	AMR	AMR	0	0.0031	0.9969	0	0	-5.0418	-14.6699	-18.3477	-27.6811	0.4374	NA	NA	NA	NA	NA
HG00238	EUR	EUR	0	0	4e-4	0	0.9996	-0.309	12.446	-3.7364	9.5974	2.4492	NA	NA	NA	NA	NA
NA20320	AFR	AFR	0	0.9997	3e-4	0	0	56.531	-14.1141	-0.9576	2.9302	3.81	NA	NA	NA	NA	NA
NA19223	AFR	AFR	0	0.9998	2e-4	0	0	62.9475	-17.7441	-0.1021	1.0158	2.6239	NA	NA	NA	NA	NA
HG00739	EUR	AMR	0	0	0.2549	0	0.745	2.8829	10.8062	-6.0801	6.8789	1.9485	NA	NA	NA	NA	NA
HG01971	AMR	AMR	0	0.0028	0.9972	0	0	4.9978	-14.9358	-14.2149	-18.0009	3.5352	NA	NA	NA	NA	NA
HG00245	EUR	EUR	0	0	0.0063	0	0.9937	1.0898	12.351	-5.0585	10.9049	1.5063	NA	NA	NA	NA	NA
HG01167	AMR	AMR	0	5e-4	0.9995	0	0	13.9313	-0.3469	-7.3621	1.4535	3.5304	NA	NA	NA	NA	NA
NA20502	EUR	EUR	0	0	4e-4	0	0.9996	1.087	13.5396	-2.6487	9.5848	0.6195	NA	NA	NA	NA	NA
NA20357	AFR	AFR	0	0.9938	0.0062	0	0	54.0689	-15.3339	-0.2844	1.3317	0.8718	NA	NA	NA	NA	NA
NA20318	AFR	AFR	0	0.993	0.007	0	0	44.4339	-11.247	-2.9321	3.1896	1.0721	NA	NA	NA	NA	NA
NA21105	SAS	SAS	0	0	0	1	0	-0.6279	-6.5301	18.6726	-2.5156	1.13	NA	NA	NA	NA	NA
NA18749	EAS	EAS	1	0	0	0	0	-8.2934	-43.8027	-2.0555	6.322	0.0417	NA	NA	NA	NA	NA
HG03567	AFR	AFR	0	0.9998	2e-4	0	0	64.8727	-17.6487	-0.1922	-0.5965	1.9321	NA	NA	NA	NA	NA
HG01085	AMR	AMR	3e-4	0.0042	0.9921	0	0.0034	7.915	4.3865	-6.9842	3.2089	-3.2943	NA	NA	NA	NA	NA
HG01847	EAS	EAS	1	0	0	0	0	-6.3163	-41.722	-0.3873	7.1597	7.6941	NA	NA	NA	NA	NA
NA19206	AFR	AFR	0	0.9997	3e-4	0	0	63.3418	-16.8259	-1.0231	0.1223	1.3566	NA	NA	NA	NA	NA
HG04075	SAS	SAS	0	0	0	1	0	0.7581	-7.8996	19.1034	-3.769	-0.4552	NA	NA	NA	NA	NA
HG01443	AMR	AMR	0	0.0105	0.9895	0	0	-1.2925	-9.4541	-16.623	-19.0571	1.5301	NA	NA	NA	NA	NA
HG03931	SAS	SAS	0	0	0	1	0	-0.125	-12.1004	16.5388	-3.4542	-0.516	NA	NA	NA	NA	NA
NA18878	AFR	AFR	0	0.9999	1e-4	0	0	63.112	-16.5404	-0.7812	1.5903	-0.6701	NA	NA	NA	NA	NA
HG03913	SAS	SAS	0	0	0	1	0	0.3344	-10.8383	16.6365	-4.0169	1.0892	NA	NA	NA	NA	NA
NA20529	EUR	EUR	0	0	0.0269	0	0.9731	2.0625	12.3645	-5.2946	9.4488	2.8481	NA	NA	NA	NA	NA
NA19070	EAS	EAS	1	0	0	0	0	-7.3118	-43.9231	-3.9678	7.0937	-0.8635	NA	NA	NA	NA	NA
NA19776	AMR	AMR	0	0.0064	0.9936	0	0	1.8064	-6.1624	-11.9474	-12.2338	1.8708	NA	NA	NA	NA	NA
HG00553	AMR	AMR	2e-4	0.0252	0.9743	2e-4	0	12.3749	-0.5544	-6.9299	-0.2066	-2.5482	NA	NA	NA	NA	NA
HG00232	EUR	EUR	0	0	0.2047	0	0.7953	0.0928	13.7215	-4.9003	6.6847	3.9224	NA	NA	NA	NA	NA
HG02645	AFR	AFR	0	0.9994	6e-4	0	0	60.7405	-17.5225	0.2069	2.1261	0.494	NA	NA	NA	NA	NA
NA19746	AMR	AMR	0	0.0171	0.9829	0	0	-2.2623	-13.6486	-16.0972	-20.236	0.2516	NA	NA	NA	NA	NA
HG01374	AMR	AMR	0	0.0039	0.9961	0	0	-1.5249	4.1375	-11.32	-3.6356	4.4545	NA	NA	NA	NA	NA
HG01979	AMR	AMR	0	2e-4	0.9998	0	0	-4.6118	-13.4614	-17.6277	-25.9124	0.3258	NA	NA	NA	NA	NA
HG03644	SAS	SAS	0	0	0	1	0	1.4408	-9.1981	18.5699	-4.2407	-1.3003	NA	NA	NA	NA	NA
HG02230	EUR	EUR	0	0	0.0148	0	0.9852	0.8843	13.3113	-3.3501	10.6554	2.2062	NA	NA	NA	NA	NA
NA20519	EUR	EUR	0	0	0.0023	0	0.9977	1.7476	13.1832	-3.3872	10.6002	1.5232	NA	NA	NA	NA	NA
HG02982	AFR	AFR	0	0.9985	0.0015	0	0	60.9289	-17.2233	0.79990000000000006	1.9885	-1.8752	NA	NA	NA	NA	NA
HG02562	AFR	AFR	0	0.9991	9e-4	0	0	61.6058	-17.2547	1.1569	0.9448	-0.6415	NA	NA	NA	NA	NA
HG03832	SAS	SAS	0	0	0	1	0	-0.545	-12.248	16.7619	-2.4956	3.6523	NA	NA	NA	NA	NA
NA21127	SAS	SAS	0	0	0	1	0	1.3183	-6.2472	20.1093	-5.9689	3.5922	NA	NA	NA	NA	NA
HG00330	EUR	EUR	4e-4	0	0.1683	0	0.8313	-0.053	6.9966	-7.2153	9.2859	-1.6757	NA	NA	NA	NA	NA
HG04177	SAS	SAS	0	0	0	1	0	-0.1764	-9.6315	17.3466	-0.7489	0.5709	NA	NA	NA	NA	NA
HG03297	AFR	AFR	0	0.9999	1e-4	0	0	63.5402	-18.0828	-0.4867	1.2734	1.3593	NA	NA	NA	NA	NA
HG00365	EUR	EUR	0	0	0.0045	1e-4	0.9954	-0.2765	8.8377	-3.7657	9.629	0.0155	NA	NA	NA	NA	NA
HG04026	SAS	SAS	0	0	0	1	0	2.8295	-8.7693	23.5498	-5.692	1.7167	NA	NA	NA	NA	NA
NA21101	SAS	SAS	0	0	0	1	0	0.302	-7.2948	18.7767	-3.6068	4.8019	NA	NA	NA	NA	NA
HG00472	EAS	EAS	1	0	0	0	0	-7.2435	-44.4776	-2.7421	8.8124	0.3391	NA	NA	NA	NA	NA
HG03563	AFR	AFR	0	0.9991	9e-4	0	0	62.7201	-17.5804	-0.4381	1.3156	0.1981	NA	NA	NA	NA	NA
